0,1,2,3,target
61,9,43,33,"Ashvagandharisht
a"
73,105,65,41,Chandraprabha Vati
81,35,65,41,Amritarishta
96,105,65,41,Tiktaka Ghrita
10,84,65,41,Smritisagara Rasa
106,22,65,41,Pinda Taila
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
12,3,65,41,Trikatu Churna
34,29,35,41,"Kshirashatpala
Ghrita"
109,30,65,41,Eranda Taila
28,91,65,41,Panchatikta Ghrita
42,61,65,41,"Phalatrikadi Kvatha
Churna"
9,51,65,41,"Sarpagandhaghana
Vati"
86,54,21,41,Chandanasava
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
6,1,42,41,Yogaraja Guggulu
103,24,36,41,Dashamularishta
116,2,65,41,Lahsunadi Vati
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
63,105,65,41,"Trinapanchamula
Kvatha Churna"
93,1,2,41,"Arka Yavani/Arka
Ajvayana"
96,105,65,41,Tiktaka Ghrita
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
66,79,65,41,"Punarnavadi
Mandura"
20,17,65,41,Aravindasava
13,1,54,37,Abhayarishta
92,25,65,41,Saptamrita Lauha
17,14,8,41,Lakshadi Guggulu
66,79,65,41,"Punarnavadi
Mandura"
113,105,65,41,Sukumar Ghrita
119,105,65,41,Phala Ghrita
33,5,65,41,Rasna Guggulu
10,95,50,5,Brahmi Ghrita
71,22,53,23,Ushirasava
23,10,11,38,Kalyanaka Ghrita
41,71,23,41,Tribhuvankirti Rasa
30,15,65,41,Panchamrita Parpati
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
62,105,65,41,Gokshura Churna
52,73,65,41,Gandhak Rasayana
37,24,65,41,Prabhakara Vati
38,18,46,41,Navajivana Rasa
46,78,65,41,Bhringaraja Tail
64,60,65,41,Nirgundi Taila
76,44,30,21,Kumaryasava
4,42,47,34,Draksharishta
22,52,65,41,Brahmi Vati
33,105,65,41,"Trayodashanga
Guggulu"
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
42,61,65,41,Mandur Bhasma
78,105,65,41,Pushyanuga Churna
94,36,65,41,"Shadanga
Kvatha Churna"
29,27,3,1,Kanchanara Guggulu
18,28,65,41,Kutajaghan Vati
0,105,65,41,Murivenna Tail
111,94,65,41,Haritaki Churna
103,24,36,41,Dashamularishta
37,24,65,41,Prabhakara Vati
18,29,37,41,Kutajavaleha
25,99,0,13,Balarishta
78,105,65,41,Pushyanuga Churna
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
64,60,65,41,Nirgundi Taila
75,104,7,19,Shatavariguda
13,1,54,37,Abhayarishta
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
107,62,65,41,Narayana Taila
34,45,5,41,Kankayan Gutika
10,50,49,32,Sarasvatarishta
85,67,27,41,Punarnavasava
107,57,65,41,"Laghuvishagarbha
Taila"
66,37,19,6,Drakshavaleha
45,82,38,15,Kanakasava
45,82,65,41,Eladi Churna
73,68,6,41,"Lodhrasava/Rodh
rasava"
114,86,65,41,Dashanga Lepa
72,94,18,12,Rohitakarishta
66,37,21,41,Navayasa Lauha
45,82,65,41,Talishadya Churna
102,46,65,41,"Indukantam
Kashayam Churna"
70,105,65,41,"Laghu Sutashekhara
Rasa"
45,82,22,22,Vasavaleha
42,61,65,41,Mandur Bhasma
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
114,86,65,41,Dashanga Lepa
42,90,65,41,Triphala Ghrita
102,16,57,20,Vatagajankusha Rasa
10,95,50,5,Brahmi Ghrita
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
41,98,65,41,Guduchi Sattva
4,2,16,39,Mustakarishta
22,52,65,41,Brahmi Vati
73,74,65,41,Amalaki Churna
117,101,65,41,Jatyadi Taila
41,20,65,41,Vettumaran Gulika
115,2,65,41,Bilvadi Gutika
33,5,65,41,Rasna Guggulu
38,18,46,41,Navajivana Rasa
37,69,65,41,Arjuna Churna
59,23,65,41,"Dashanasanskara
Churna"
106,22,65,41,Pinda Taila
29,27,3,1,Kanchanara Guggulu
44,105,65,41,Saindhavadi Taila
117,101,65,41,Jatyadi Taila
20,17,65,41,Aravindasava
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
59,105,65,41,Erimedadi Taila
15,56,65,41,"Varunadi Kvatha
Churna"
113,105,65,41,Sukumar Ghrita
73,49,65,41,"Nisha-Amalaki
Churna"
16,83,64,41,Ashokarishta
45,82,58,41,Shvasakuthara Rasa
54,31,65,41,Trivritamul Churna /Trivrita Churna
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
97,31,12,2,Kalyanak Guda
41,40,65,41,Sphatika Bhasma
10,84,65,41,Smritisagara Rasa
21,12,28,9,Triphala Guggulu
46,78,65,41,Bhringaraja Tail
47,8,65,41,Karpuradi Taila
41,71,23,41,Tribhuvankirti Rasa
91,1,9,8,Jirakadyarishta
107,30,65,41,Prasarini Taila
25,99,0,13,Balarishta
98,36,34,41,Muktashukti Bhasma
31,1,18,30,Pippalyadyasava
20,17,65,41,Aravindasava
6,1,65,41,Shunthi Churna
107,5,65,41,"Kottamachukkadi
Taila"
56,34,65,41,Brahama Rasayana
116,2,65,41,Lahsunadi Vati
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
115,2,65,41,Bilvadi Gutika
113,105,65,41,Sukumar Ghrita
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
96,47,65,41,Nalpamaradi Taila
78,105,65,41,Pushyanuga Churna
85,81,65,41,Bilvadi Churna
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
94,36,65,41,"Shadanga
Kvatha Churna"
13,1,54,37,Abhayarishta
54,31,65,41,Trivritamul Churna /Trivrita Churna
88,42,25,41,Sitopaladi Churna
48,53,65,41,Vidanga Churna
73,74,65,41,Amalaki Churna
31,1,18,30,Pippalyadyasava
19,41,65,41,"Apamargkshara
Taila"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
49,46,65,41,Bala Taila
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
41,71,23,41,Tribhuvankirti Rasa
9,51,65,41,"Sarpagandhaghana
Vati"
59,105,65,41,Erimedadi Taila
116,2,65,41,Lahsunadi Vati
73,74,65,41,Amalaki Churna
54,31,65,41,Trivritamul Churna /Trivrita Churna
45,82,22,22,Vasavaleha
87,30,65,41,"Ajamodadi
Churna"
4,80,65,41,"Hingvashtaka
Churna"
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
73,55,26,4,Gokshuradi Guggulu
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
41,88,45,27,"Dashamula Kvatha
Churna"
30,15,1,39,Shankha Vati
42,90,65,41,Triphala Ghrita
45,82,40,41,"Chyavanprash
Avaleha"
41,40,65,41,Sphatika Bhasma
31,1,18,30,Pippalyadyasava
19,41,65,41,"Apamargkshara
Taila"
53,36,59,12,Guduchi Churna
45,66,65,41,Pravala Pishti
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
114,86,65,41,Dashanga Lepa
6,98,41,0,Simhanada Guggulu
71,22,53,23,Ushirasava
66,79,65,41,"Punarnavadi
Mandura"
113,105,65,41,Sukumar Ghrita
116,2,65,41,Lahsunadi Vati
65,11,65,41,"Elanirkuzambu/N
alikeranjana"
78,105,65,41,Pushyanuga Churna
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
82,78,65,41,"Shirahshuladi vajra
Rasa"
6,1,65,41,Shunthi Churna
23,10,11,38,Kalyanaka Ghrita
73,49,65,41,"Nisha-Amalaki
Churna"
37,74,65,41,"Jaharamohara
Bhasma"
2,105,65,41,Shveta Malaham
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
73,74,65,41,Amalaki Churna
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
6,1,42,41,Yogaraja Guggulu
45,82,14,41,Eladi Gutika
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
4,6,65,41,Shankha Bhasma
42,61,65,41,Mandur Bhasma
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
66,37,19,6,Drakshavaleha
3,64,22,41,"Guduchyadi Kashaya
Churna"
107,57,65,41,"Laghuvishagarbha
Taila"
35,42,47,11,Kantakaryavaleha
51,105,65,41,"Panchanimba
Churna"
102,46,65,41,"Indukantam
Kashayam Churna"
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
118,96,48,41,"Pancha-valkala
Kashaya Churna"
3,64,22,41,"Guduchyadi Kashaya
Churna"
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
34,28,47,41,Apamarga Kshar
45,82,52,25,Vyaghri Haritaki
75,104,7,19,Shatavariguda
109,30,65,41,Eranda Taila
104,87,16,41,"Vatavidhavansan
Rasa"
81,35,65,41,Amritarishta
17,14,8,41,Lakshadi Guggulu
106,22,65,41,Pinda Taila
57,95,21,41,Mukta Pishti
36,33,65,41,Akika Pishti
45,82,21,41,Dhanvantar Gutika
10,84,65,41,Smritisagara Rasa
105,102,17,35,Punarnava Guggulu
103,24,36,41,Dashamularishta
9,51,65,41,"Sarpagandhaghana
Vati"
95,48,24,1,Khadirarishta
28,91,65,41,Panchatikta Ghrita
47,8,65,41,Karpuradi Taila
86,54,21,41,Chandanasava
53,36,59,12,Guduchi Churna
67,105,65,41,Kapardika Bhasma
45,82,65,41,Lavangadi Vati
34,45,5,41,Kankayan Gutika
45,82,39,41,Vasakasava
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
4,6,65,41,Shankha Bhasma
10,84,65,41,Smritisagara Rasa
40,13,0,24,Bilvadi Leha
10,95,50,5,Brahmi Ghrita
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
32,75,0,41,Kutajarishta
66,37,44,10,Lohasava
59,105,65,41,Erimedadi Taila
63,105,65,41,"Trinapanchamula
Kvatha Churna"
45,82,58,41,Shvasakuthara Rasa
69,42,47,41,Chitraka Haritaki
59,23,65,41,"Dashanasanskara
Churna"
45,82,38,15,Kanakasava
55,2,65,41,Sanjivani Vati
107,62,65,41,Narayana Taila
52,73,65,41,Gandhak Rasayana
1,7,65,41,Yavakshar
27,12,65,41,Sarjarasa Malahara
45,82,58,41,Shvasakuthara Rasa
33,5,65,41,Rasna Guggulu
70,105,65,41,"Laghu Sutashekhara
Rasa"
58,85,65,41,Sarasvata Churna
84,39,15,31,"Haridrakhanda
Paka"
18,72,60,41,Jatiphaladya Churna
53,36,59,12,Guduchi Churna
66,63,0,41,Dadimadi Ghrita
33,5,65,41,Rasna Guggulu
73,55,26,4,Gokshuradi Guggulu
86,54,21,41,Chandanasava
37,24,65,41,Prabhakara Vati
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
56,34,65,41,Brahama Rasayana
37,74,65,41,"Jaharamohara
Bhasma"
104,87,16,41,"Vatavidhavansan
Rasa"
14,33,31,41,Drakshasava
70,105,65,41,"Laghu Sutashekhara
Rasa"
49,46,65,41,Bala Taila
85,67,27,41,Punarnavasava
73,55,26,4,Gokshuradi Guggulu
66,37,19,6,Drakshavaleha
18,72,60,41,Jatiphaladya Churna
12,3,65,41,Trikatu Churna
72,94,18,12,Rohitakarishta
4,105,65,41,Chitrakadi Gutika
88,42,25,41,Sitopaladi Churna
45,82,58,41,Shvasakuthara Rasa
73,49,65,41,"Nisha-Amalaki
Churna"
30,15,65,41,Panchamrita Parpati
45,82,58,41,Shvasakuthara Rasa
117,21,65,41,Jathyadi Ghrita
119,105,65,41,Phala Ghrita
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
117,101,65,41,Jatyadi Taila
110,38,65,41,"Sahacharadi Taila/
Brihatsahcharadi
Taila"
106,22,65,41,Pinda Taila
66,37,21,41,Navayasa Lauha
51,105,65,41,"Panchanimba
Churna"
40,13,0,24,Bilvadi Leha
42,61,65,41,"Phalatrikadi Kvatha
Churna"
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
30,15,65,41,Panchamrita Parpati
8,69,29,41,Triphala Churna
35,42,47,11,Kantakaryavaleha
41,98,65,41,Guduchi Sattva
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
73,49,65,41,"Nisha-Amalaki
Churna"
12,3,65,41,Trikatu Churna
45,82,40,41,"Chyavanprash
Avaleha"
94,36,65,41,"Shadanga
Kvatha Churna"
90,76,65,41,Navak Guggulu
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
12,3,65,41,Trikatu Churna
105,102,17,35,Punarnava Guggulu
25,99,0,13,Balarishta
96,47,65,41,Nalpamaradi Taila
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
107,62,65,41,Narayana Taila
9,51,65,41,"Sarpagandhaghana
Vati"
45,82,58,41,Shvasakuthara Rasa
15,56,65,41,"Varunadi Kvatha
Churna"
45,82,56,16,"Kushmandaka
Rasayana"
21,12,65,41,Ksharsutra
13,1,54,37,Abhayarishta
76,44,30,21,Kumaryasava
106,22,65,41,Pinda Taila
10,84,65,41,Smritisagara Rasa
66,37,21,41,Navayasa Lauha
37,32,20,18,"Arjunarishta/
Parthadyarishta"
7,105,65,41,Avipattikara Churna
73,74,65,41,Amalaki Churna
73,49,65,41,"Nisha-Amalaki
Churna"
98,36,34,41,Muktashukti Bhasma
113,105,65,41,Sukumar Ghrita
87,30,65,41,"Ajamodadi
Churna"
19,41,65,41,"Apamargkshara
Taila"
82,78,65,41,"Shirahshuladi vajra
Rasa"
7,74,65,41,Kamadudha Rasa
6,1,42,41,Yogaraja Guggulu
66,63,0,41,Dadimadi Ghrita
107,5,65,41,"Kottamachukkadi
Taila"
15,56,65,41,"Varunadi Kvatha
Churna"
100,68,51,7,"Puga Khanda/
Supari Paka"
45,66,65,41,Pravala Pishti
104,87,16,41,"Vatavidhavansan
Rasa"
62,105,65,41,Gokshura Churna
87,93,62,41,Indu kanta Ghrita
71,22,53,23,Ushirasava
45,82,65,41,Eladi Churna
24,2,55,0,Arka Pudina
85,67,27,41,Punarnavasava
7,105,65,41,Avipattikara Churna
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
47,8,65,41,Karpuradi Taila
109,30,65,41,Eranda Taila
113,105,65,41,Sukumar Ghrita
62,105,65,41,Shatavaryadi Ghrita
42,61,65,41,Mandur Bhasma
116,2,65,41,Lahsunadi Vati
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
112,93,65,41,"Gandharvahasta
Taila"
41,40,65,41,Sphatika Bhasma
42,90,65,41,Triphala Ghrita
41,20,65,41,Vettumaran Gulika
87,93,62,41,Indu kanta Ghrita
114,86,65,41,Dashanga Lepa
4,80,65,41,"Hingvashtaka
Churna"
4,80,65,41,"Hingvashtaka
Churna"
82,65,65,41,Godanti Bhasma
4,6,65,41,Shankha Bhasma
68,42,65,41,"Saptavinshati
Guggulu"
73,105,65,41,Chandraprabha Vati
58,85,65,41,Sarasvata Churna
45,82,39,41,Vasakasava
45,82,58,41,Shvasakuthara Rasa
111,94,65,41,Haritaki Churna
4,2,16,39,Mustakarishta
66,37,19,6,Drakshavaleha
58,85,65,41,Sarasvata Churna
74,89,0,41,"Saubhagyashunthi
Paka"
119,105,65,41,Phala Ghrita
24,2,55,0,Arka Pudina
95,48,24,1,Khadirarishta
2,105,65,41,Shveta Malaham
25,99,0,13,Balarishta
30,15,1,39,Shankha Vati
19,41,65,41,"Apamargkshara
Taila"
9,51,65,41,"Sarpagandhaghana
Vati"
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
34,28,47,41,Apamarga Kshar
20,17,65,41,Aravindasava
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
37,32,20,18,"Arjunarishta/
Parthadyarishta"
21,12,28,9,Triphala Guggulu
102,16,57,20,Vatagajankusha Rasa
18,28,65,41,Kutajaghan Vati
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
18,29,37,41,Kutajavaleha
42,61,65,41,Mandur Bhasma
4,6,65,41,Shankha Bhasma
71,22,53,23,Ushirasava
97,7,65,41,Pippali mula Churna
80,105,65,41,Panchaguna Taila
18,29,37,41,Kutajavaleha
59,23,65,41,"Dashanasanskara
Churna"
53,36,59,12,Guduchi Churna
30,15,1,39,Shankha Vati
10,84,65,41,Smritisagara Rasa
50,103,65,41,"Laghumalini Vasanta
Rasa"
26,105,65,41,Shadabindu Taila
119,105,65,41,Phala Ghrita
30,15,65,41,Panchamrita Parpati
66,37,44,10,Lohasava
100,68,51,7,"Puga Khanda/
Supari Paka"
50,24,65,41,Ashvagandha Churna
62,105,65,41,Shatavaryadi Ghrita
73,55,26,4,Gokshuradi Guggulu
18,29,37,41,Kutajavaleha
4,80,65,41,"Hingvashtaka
Churna"
20,17,65,41,Aravindasava
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
6,1,65,41,Shunthi Churna
98,36,34,41,Muktashukti Bhasma
45,82,21,41,Dhanvantar Gutika
96,47,65,41,Nalpamaradi Taila
3,64,22,41,"Guduchyadi Kashaya
Churna"
3,64,22,41,"Guduchyadi Kashaya
Churna"
13,105,65,41,Kasisadi Taila
69,42,47,41,Chitraka Haritaki
13,1,54,37,Abhayarishta
37,69,65,41,Arjuna Churna
44,105,65,41,Saindhavadi Taila
13,105,65,41,Arsho Kuthara Rasa
82,78,65,41,"Shirahshuladi vajra
Rasa"
41,40,65,41,Sphatika Bhasma
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
104,87,16,41,"Vatavidhavansan
Rasa"
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
41,98,65,41,Guduchi Sattva
73,74,65,41,Amalaki Churna
103,24,36,41,Dashamularishta
74,89,0,41,"Saubhagyashunthi
Paka"
54,105,65,41,Abhayadi Modakam
94,36,65,41,"Shadanga
Kvatha Churna"
47,8,65,41,Karpuradi Taila
106,22,65,41,Pinda Taila
43,100,65,41,Marichyadi Taila
102,105,65,41,"Guggulutiktaka
Ghrita"
62,105,65,41,Shatavaryadi Ghrita
85,81,65,41,Bilvadi Churna
107,30,65,41,Prasarini Taila
33,105,65,41,"Trayodashanga
Guggulu"
114,86,65,41,Dashanga Lepa
91,1,9,8,Jirakadyarishta
106,22,65,41,Pinda Taila
117,21,65,41,Jathyadi Ghrita
12,3,65,41,Trikatu Churna
45,82,58,41,Shvasakuthara Rasa
99,105,65,41,Anutaila
88,42,25,41,Sitopaladi Churna
66,79,65,41,"Punarnavadi
Mandura"
47,8,65,41,Karpuradi Taila
109,30,65,41,Eranda Taila
69,42,47,41,Chitraka Haritaki
66,37,44,10,Lohasava
96,105,65,41,Tiktaka Ghrita
84,39,15,31,"Haridrakhanda
Paka"
18,29,37,41,Kutajavaleha
7,74,65,41,Kamadudha Rasa
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
81,35,65,41,Amritarishta
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
4,105,65,41,Chitrakadi Gutika
80,105,65,41,Panchaguna Taila
66,79,65,41,"Punarnavadi
Mandura"
10,50,49,32,Sarasvatarishta
41,20,65,41,Vettumaran Gulika
51,105,65,41,"Panchanimba
Churna"
85,61,65,41,Punarnava Churna
72,94,18,12,Rohitakarishta
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
71,22,53,23,Ushirasava
76,44,30,21,Kumaryasava
0,105,65,41,Murivenna Tail
50,103,65,41,"Laghumalini Vasanta
Rasa"
18,28,65,41,Kutajaghan Vati
45,82,22,22,Vasavaleha
36,33,65,41,Akika Pishti
88,42,32,36,"Dashmula Katutraya
Kvatha Churna"
25,99,0,13,Balarishta
43,100,65,41,Marichyadi Taila
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
45,82,22,22,Vasavaleha
24,2,55,0,Arka Pudina
21,12,28,9,Triphala Guggulu
58,85,65,41,Sarasvata Churna
108,70,63,17,Kaishora Guggulu
107,62,65,41,Narayana Taila
73,74,65,41,Amalaki Churna
96,47,65,41,Nalpamaradi Taila
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
62,105,65,41,Shatavaryadi Ghrita
4,42,47,34,Draksharishta
20,17,65,41,Aravindasava
73,105,65,41,Chandraprabha Vati
107,58,65,41,Mahanarayan Taila
55,0,45,14,"Arka Shatpushpa/
Mishr eyarka"
107,59,65,41,"Dhanvantar
Taila/Dhanvantar
Taila Avarti"
117,101,65,41,Jatyadi Taila
0,105,65,41,Murivenna Tail
72,94,18,12,Rohitakarishta
56,34,65,41,Brahama Rasayana
52,53,65,41,"Arogyavardhini
Vati/Rasa"
16,83,64,41,Ashokarishta
78,105,65,41,Pushyanuga Churna
34,29,35,41,"Kshirashatpala
Ghrita"
50,103,65,41,"Laghumalini Vasanta
Rasa"
34,45,5,41,Kankayan Gutika
10,95,50,5,Brahmi Ghrita
56,34,65,41,Brahama Rasayana
107,5,65,41,"Kottamachukkadi
Taila"
97,31,12,2,Kalyanak Guda
102,46,65,41,"Indukantam
Kashayam Churna"
15,54,65,41,"Shveta
Parpati/Kshara
Parpati"
59,105,65,41,Erimedadi Taila
67,105,65,41,Kapardika Bhasma
82,65,65,41,Godanti Bhasma
1,7,65,41,Yavakshar
16,83,64,41,Ashokarishta
81,35,65,41,Amritarishta
32,75,0,41,Kutajarishta
45,82,65,41,"Tankana Bhasma/
Saubhagya Bhasma"
27,12,65,41,Sarjarasa Malahara
47,8,65,41,Karpuradi Taila
111,94,65,41,Haritaki Churna
31,15,65,41,Dadimastak Churna
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
45,82,65,41,Talishadya Churna
60,105,65,41,"Khadiradi Gutika
(Mukhroga)"
1,7,65,41,Yavakshar
70,105,65,41,"Laghu Sutashekhara
Rasa"
102,16,57,20,Vatagajankusha Rasa
21,12,65,41,Ksharsutra
37,24,65,41,Prabhakara Vati
106,22,65,41,Pinda Taila
101,26,13,41,Amritadi Guggulu
44,105,65,41,Saindhavadi Taila
73,74,65,41,Amalaki Churna
49,46,65,41,Bala Taila
13,1,54,37,Abhayarishta
114,86,65,41,Dashanga Lepa
45,82,58,41,Shvasakuthara Rasa
1,7,65,41,Yavakshar
78,105,65,41,Pushyanuga Churna
4,42,47,34,Draksharishta
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
20,105,65,41,"Balashvagandhadi
Taila"
56,34,65,41,Brahama Rasayana
73,49,65,41,"Nisha-Amalaki
Churna"
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
27,12,65,41,Sarjarasa Malahara
42,61,65,41,Mandur Bhasma
47,8,65,41,Karpuradi Taila
105,99,65,41,"Kshirbala Taila /
Kshirbala Taila
Avarti (Shatapaki)"
6,1,65,41,Shunthi Churna
0,105,65,41,Murivenna Tail
0,105,65,41,Murivenna Tail
75,104,7,19,Shatavariguda
5,4,0,3,"Dhanyapanchaka
Kashaya Churna"
85,61,65,41,Punarnava Churna
16,83,64,41,Ashokarishta
9,51,65,41,"Sarpagandhaghana
Vati"
102,105,65,41,"Guggulutiktaka
Ghrita"
42,61,65,41,"Phalatrikadi Kvatha
Churna"
91,1,9,8,Jirakadyarishta
85,81,65,41,Bilvadi Churna
73,105,65,41,Chandraprabha Vati
41,98,65,41,Guduchi Sattva
48,53,65,41,Vidanga Churna
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
37,74,65,41,"Jaharamohara
Bhasma"
67,105,65,41,Kapardika Bhasma
41,20,65,41,Vettumaran Gulika
38,18,46,41,Navajivana Rasa
14,33,31,41,Drakshasava
21,12,65,41,Ksharsutra
29,27,3,1,Kanchanara Guggulu
4,31,65,41,"Lavanabhaskara
Churna/
Bhaskarlavan churna"
115,2,65,41,Bilvadi Gutika
35,42,47,11,Kantakaryavaleha
45,82,65,41,Lavangadi Vati
41,20,65,41,Vettumaran Gulika
13,1,54,37,Abhayarishta
18,72,60,41,Jatiphaladya Churna
50,103,65,41,"Laghumalini Vasanta
Rasa"
86,54,21,41,Chandanasava
24,2,55,0,Arka Pudina
43,100,65,41,Marichyadi Taila
80,105,65,41,Panchaguna Taila
45,82,56,16,"Kushmandaka
Rasayana"
62,105,65,41,Gokshura Churna
45,82,40,41,"Chyavanprash
Avaleha"
41,15,10,41,"Balachaturbhadra
Churna"
85,67,27,41,Punarnavasava
97,7,65,41,Pippali mula Churna
27,12,65,41,Sarjarasa Malahara
4,105,65,41,Chitrakadi Gutika
34,29,35,41,"Kshirashatpala
Ghrita"
22,52,65,41,Brahmi Vati
34,29,35,41,"Kshirashatpala
Ghrita"
11,77,65,41,"Brihanmasha Taila
/Mahamash Taila"
71,22,53,23,Ushirasava
42,61,65,41,"Phalatrikadi Kvatha
Churna"
41,35,65,41,"Samshamani Vati
/ Guduchighana Vati"
107,57,65,41,"Laghuvishagarbha
Taila"
4,42,47,34,Draksharishta
46,78,65,41,Bhringaraja Tail
82,78,65,41,"Shirahshuladi vajra
Rasa"
96,105,65,41,Tiktaka Ghrita
66,63,0,41,Dadimadi Ghrita
28,91,65,41,Panchatikta Ghrita
50,24,65,41,Ashvagandha Churna
10,50,49,32,Sarasvatarishta
84,39,15,31,"Haridrakhanda
Paka"
45,82,65,41,Eladi Churna
8,69,29,41,Triphala Churna
84,39,15,31,"Haridrakhanda
Paka"
6,98,41,0,Simhanada Guggulu
109,30,65,41,Eranda Taila
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
117,21,65,41,Jathyadi Ghrita
26,105,65,41,Shadabindu Taila
61,9,43,33,"Ashvagandharisht
a"
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
20,105,65,41,"Balashvagandhadi
Taila"
78,105,65,41,Pushyanuga Churna
40,13,0,24,Bilvadi Leha
42,61,65,41,"Phalatrikadi Kvatha
Churna"
96,105,65,41,Tiktaka Ghrita
6,1,42,41,Yogaraja Guggulu
79,42,47,40,Yashtimadhu/Madhuyashti/ Yashti Churna
21,12,28,9,Triphala Guggulu
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
115,2,65,41,Bilvadi Gutika
2,105,65,41,Shveta Malaham
106,22,65,41,Pinda Taila
71,22,53,23,Ushirasava
89,48,65,41,"Somaraji Taila
/Bakuchi Taila"
58,85,65,41,Sarasvata Churna
1,7,65,41,Yavakshar
118,96,48,41,"Pancha-valkala
Kashaya Churna"
59,23,65,41,"Dashanasanskara
Churna"
37,69,65,41,Arjuna Churna
73,55,26,4,Gokshuradi Guggulu
43,92,61,41,Aragvadharishta
45,82,56,16,"Kushmandaka
Rasayana"
35,42,47,26,"Agastya Haritaki
/ Agastya
Rasayana"
20,17,65,41,Aravindasava
62,105,65,41,Shatavaryadi Ghrita
39,97,33,29,"Rasnasaptaka
Kashaya Churna"
66,74,65,41,"Vasaguduchyadi
Kashaya Churna"
18,28,65,41,Kutajaghan Vati
22,52,65,41,Brahmi Vati
7,105,65,41,Avipattikara Churna
37,32,20,18,"Arjunarishta/
Parthadyarishta"
44,105,65,41,Saindhavadi Taila
52,53,65,41,"Arogyavardhini
Vati/Rasa"
29,27,3,1,Kanchanara Guggulu
13,105,65,41,Kasisadi Taila
34,45,5,41,Kankayan Gutika
83,19,4,28,"Pathyadi
Kvatha(Shadanga)
Churna"
18,29,37,41,Kutajavaleha
